,Conference,Name,Author,School,abstract
23,CVPR,SCADE: NeRFs from Space Carving With Ambiguity-Aware Depth Estimates ,"[u'Mikaela Angelina Uy (Stanford University) ', u' Ricardo Martin-Brualla (Google) ', u' Leonidas Guibas (Stanford University) ', u' Ke Li (Simon Fraser University)']",Simon Fraser University,"Neural radiance fields (NeRFs) have enabled high fidelity 3D reconstruction from multiple 2D input views. However, a well-known drawback of NeRFs is the less-than-ideal performance under a small number of views, due to insufficient constraints enforced by volumetric rendering. To address this issue, we introduce SCADE, a novel technique that improves NeRF reconstruction quality on sparse, unconstrained input views for in-the-wild indoor scenes. To constrain NeRF reconstruction, we leverage geometric priors in the form of per-view depth estimates produced with state-of-the-art monocular depth estimation models, which can generalize across scenes. A key challenge is that monocular depth estimation is an ill-posed problem, with inherent ambiguities. To handle this issue, we propose a new method that learns to predict, for each view, a continuous, multimodal distribution of depth estimates using conditional Implicit Maximum Likelihood Estimation (cIMLE). In order to disambiguate exploiting multiple views, we introduce an original space carving loss that guides the NeRF representation to fuse multiple hypothesized depth maps from each view and distill from them a common geometry that is consistent with all views. Experiments show that our approach enables higher fidelity novel view synthesis from sparse views. Our project page can be found at https://scade-spacecarving-nerfs.github.io."
24,CVPR,Open-Vocabulary Semantic Segmentation With Mask-Adapted CLIP ,"[u'Feng Liang (The University of Texas at Austin) ', u' Bichen Wu (Facebook) ', u' Xiaoliang Dai (Facebook) ', u' Kunpeng Li (Meta) ', u' Yinan Zhao (Facebook) ', u' Hang Zhang (Cruise) ', u' Peizhao Zhang (Facebook) ', u' Peter Vajda (Facebook) ', u' Diana Marculescu (The University of Texas at Austin)']",The University of Texas at Austin,"Open-vocabulary semantic segmentation aims to segment an image into semantic regions according to text descriptions, which may not have been seen during training. Recent two-stage methods first generate class-agnostic mask proposals and then leverage pre-trained vision-language models, e.g., CLIP, to classify masked regions. We identify the performance bottleneck of this paradigm to be the pre-trained CLIP model, since it does not perform well on masked images. To address this, we propose to finetune CLIP on a collection of masked image regions and their corresponding text descriptions. We collect training data by mining an existing image-caption dataset (e.g., COCO Captions), using CLIP to match masked image regions to nouns in the image captions. Compared with the more precise and manually annotated segmentation labels with fixed classes (e.g., COCO-Stuff), we find our noisy but diverse dataset can better retain CLIP's generalization ability. Along with finetuning the entire model, we utilize the ""blank"" areas in masked images using a method we dub mask prompt tuning. Experiments demonstrate mask prompt tuning brings significant improvement without modifying any weights of CLIP, and it can further improve a fully finetuned model. In particular, when trained on COCO and evaluated on ADE20K-150, our best model achieves 29.6% mIoU, which is +8.5% higher than the previous state-of-the-art. For the first time, open-vocabulary generalist models match the performance of supervised specialist models in 2017 without dataset-specific adaptations."
25,CVPR,Fusing Pre-Trained Language Models With Multimodal Prompts Through Reinforcement Learning ,"[u'Youngjae Yu (Yonsei University) ', u' Jiwan Chung (Yonsei University) ', u' Heeseung Yun (Seoul National University) ', u' Jack Hessel (Allen Institute for Artificial Intelligence) ', u' Jae Sung Park (University of Washington) ', u' Ximing Lu (Department of Computer Science, University of Washington) ', u' Rowan Zellers (OpenAI) ', u' Prithviraj Ammanabrolu (Allen Institute for Artificial Intelligence) ', u' Ronan Le Bras (Allen Institute for Artificial Intelligence) ', u' Gunhee Kim (Seoul National University) ', u' Yejin Choi (Computer Science and Engineering, University of Washington)']","Computer Science and Engineering, University of Washington","Language models are capable of commonsense reasoning: while domain-specific models can learn from explicit knowledge (e.g. commonsense graphs [6], ethical norms [25]), and larger models like GPT-3 manifest broad commonsense reasoning capacity. Can their knowledge be extended to multimodal inputs such as images and audio without paired domain data? In this work, we propose ESPER (Extending Sensory PErception with Reinforcement learning) which enables text-only pretrained models to address multimodal tasks such as visual commonsense reasoning. Our key novelty is to use reinforcement learning to align multimodal inputs to language model generations without direct supervision: for example, our reward optimization relies only on cosine similarity derived from CLIP and requires no additional paired (image, text) data. Experiments demonstrate that ESPER outperforms baselines and prior work on a variety of multimodal text generation tasks ranging from captioning to commonsense reasoning; these include a new benchmark we collect and release, the ESP dataset, which tasks models with generating the text of several different domains for each image. Our code and data are publicly released at https://github.com/JiwanChung/esper."
26,CVPR,TOPLight: Lightweight Neural Networks With Task-Oriented Pretraining for Visible-Infrared Recognition ,"[u'Hao Yu (Nanjing University of Information Science and Technology) ', u' Xu Cheng (Nanjing University of Information Science and Technology) ', u' Wei Peng (Stanford University)']",Stanford University,"Visible-infrared recognition (VI recognition) is a challenging task due to the enormous visual difference across heterogeneous images. Most existing works achieve promising results by transfer learning, such as pretraining on the ImageNet, based on advanced neural architectures like ResNet and ViT. However, such methods ignore the negative influence of the pretrained colour prior knowledge, as well as their heavy computational burden makes them hard to deploy in actual scenarios with limited resources. In this paper, we propose a novel task-oriented pretrained lightweight neural network (TOPLight) for VI recognition. Specifically, the TOPLight method simulates the domain conflict and sample variations with the proposed fake domain loss in the pretraining stage, which guides the network to learn how to handle those difficulties, such that a more general modality-shared feature representation is learned for the heterogeneous images. Moreover, an effective fine-grained dependency reconstruction module (FDR) is developed to discover substantial pattern dependencies shared in two modalities. Extensive experiments on VI person re-identification and VI face recognition datasets demonstrate the superiority of the proposed TOPLight, which significantly outperforms the current state of the arts while demanding fewer computational resources."
27,CVPR,Multimodality Helps Unimodality: Cross-Modal Few-Shot Learning With Multimodal Models ,"[u'Zhiqiu Lin (Carnegie Mellon University) ', u' Samuel Yu (Carnegie Mellon University) ', u' Zhiyi Kuang (None) ', u' Deepak Pathak (Carnegie Mellon University) ', u' Deva Ramanan (Carnegie Mellon University)']",Carnegie Mellon University,"The ability to quickly learn a new task with minimal instruction - known as few-shot learning - is a central aspect of intelligent agents. Classical few-shot benchmarks make use of few-shot samples from a single modality, but such samples may not be sufficient to characterize an entire concept class. In contrast, humans use cross-modal information to learn new concepts efficiently. In this work, we demonstrate that one can indeed build a better visual dog classifier by reading about dogs and listening to them bark. To do so, we exploit the fact that recent multimodal foundation models such as CLIP are inherently cross-modal, mapping different modalities to the same representation space. Specifically, we propose a simple cross-modal adaptation approach that learns from few-shot examples spanning different modalities. By repurposing class names as additional one-shot training samples, we achieve SOTA results with an embarrassingly simple linear classifier for vision-language adaptation. Furthermore, we show that our approach can benefit existing methods such as prefix tuning and classifier ensembling. Finally, to explore other modalities beyond vision and language, we construct the first (to our knowledge) audiovisual few-shot benchmark and use cross-modal training to improve the performance of both image and audio classification. We hope our success can inspire future works to embrace cross-modality for even broader domains and tasks."
28,CVPR,Seeing With Sound: Long-range Acoustic Beamforming for Multimodal Scene Understanding ,"[u'Praneeth Chakravarthula (Department of Computer Science, Princeton University) ', u' Jim Aldon D\u2019Souza (Torc Robotics) ', u' Ethan Tseng (Princeton University) ', u' Joe Bartusek (Columbia University) ', u' Felix Heide (Department of Computer Science, Princeton University)']","Department of Computer Science, Princeton University","Existing autonomous vehicles primarily use sensors that rely on electromagnetic waves which are undisturbed in good environmental conditions but can suffer in adverse scenarios, such as low light or for objects with low reflectance. Moreover, only objects in direct line-of-sight are typically detected by these existing methods. Acoustic pressure waves emanating from road users do not share these limitations. However, such signals are typically ignored in automotive perception because they suffer from low spatial resolution and lack directional information. In this work, we introduce long-range acoustic beamforming of pressure waves from noise directly produced by automotive vehicles in-the-wild as a complementary sensing modality to traditional optical sensor approaches for detection of objects in dynamic traffic environments. To this end, we introduce the first multimodal long-range acoustic beamforming dataset. We propose a neural aperture expansion method for beamforming and we validate its utility for multimodal automotive object detection. We validate the benefit of adding sound detections to existing RGB cameras in challenging automotive scenarios, where camera-only approaches fail or do not deliver the ultra-fast rates of pressure sensors."
29,CVPR,FlatFormer: Flattened Window Attention for Efficient Point Cloud Transformer ,"[u'Zhijian Liu (Massachusetts Institute of Technology) ', u' Xinyu Yang (Shanghai Jiaotong University) ', u' Haotian Tang (Massachusetts Institute of Technology) ', u' Shang Yang (Massachusetts Institute of Technology) ', u' Song Han (Massachusetts Institute of Technology)']",Massachusetts Institute of Technology,"Transformer, as an alternative to CNN, has been proven effective in many modalities (e.g., texts and images). For 3D point cloud transformers, existing efforts focus primarily on pushing their accuracy to the state-of-the-art level. However, their latency lags behind sparse convolution-based models (3x slower), hindering their usage in resource-constrained, latency-sensitive applications (such as autonomous driving). This inefficiency comes from point clouds' sparse and irregular nature, whereas transformers are designed for dense, regular workloads. This paper presents FlatFormer to close this latency gap by trading spatial proximity for better computational regularity. We first flatten the point cloud with window-based sorting and partition points into groups of equal sizes rather than windows of equal shapes. This effectively avoids expensive structuring and padding overheads. We then apply self-attention within groups to extract local features, alternate sorting axis to gather features from different directions, and shift windows to exchange features across groups. FlatFormer delivers state-of-the-art accuracy on Waymo Open Dataset with 4.6x speedup over (transformer-based) SST and 1.4x speedup over (sparse convolutional) CenterPoint. This is the first point cloud transformer that achieves real-time performance on edge GPUs and is faster than sparse convolutional methods while achieving on-par or even superior accuracy on large-scale benchmarks."
30,CVPR,Multi-Concept Customization of Text-to-Image Diffusion ,"[u'Nupur Kumari (None) ', u' Bingliang Zhang (Tsinghua University, Tsinghua University) ', u' Richard Zhang (Adobe Systems) ', u' Eli Shechtman (Adobe) ', u' Jun-Yan Zhu (Carnegie Mellon University)']",Carnegie Mellon University,"While generative models produce high-quality images of concepts learned from a large-scale database, a user often wishes to synthesize instantiations of their own concepts (for example, their family, pets, or items). Can we teach a model to quickly acquire a new concept, given a few examples? Furthermore, can we compose multiple new concepts together? We propose Custom Diffusion, an efficient method for augmenting existing text-to-image models. We find that only optimizing a few parameters in the text-to-image conditioning mechanism is sufficiently powerful to represent new concepts while enabling fast tuning ( 6 minutes). Additionally, we can jointly train for multiple concepts or combine multiple fine-tuned models into one via closed-form constrained optimization. Our fine-tuned model generates variations of multiple new concepts and seamlessly composes them with existing concepts in novel settings. Our method outperforms or performs on par with several baselines and concurrent works in both qualitative and quantitative evaluations, while being memory and computationally efficient."
31,CVPR,SmartBrush: Text and Shape Guided Object Inpainting With Diffusion Model ,"[u'Shaoan Xie (Carnegie Mellon University) ', u' Zhifei Zhang (Adobe Research) ', u' Zhe Lin (Adobe Research) ', u' Tobias Hinz (Adobe Systems) ', u' Kun Zhang (Carnegie Mellon University)']",Carnegie Mellon University,"Generic image inpainting aims to complete a corrupted image by borrowing surrounding information, which barely generates novel content. By contrast, multi-modal inpainting provides more flexible and useful controls on the inpainted content, e.g., a text prompt can be used to describe an object with richer attributes, and a mask can be used to constrain the shape of the inpainted object rather than being only considered as a missing area. We propose a new diffusion-based model named SmartBrush for completing a missing region with an object using both text and shape-guidance. While previous work such as DALLE-2 and Stable Diffusion can do text-guided inapinting they do not support shape guidance and tend to modify background texture surrounding the generated object. Our model incorporates both text and shape guidance with precision control. To preserve the background better, we propose a novel training and sampling strategy by augmenting the diffusion U-net with object-mask prediction. Lastly, we introduce a multi-task training strategy by jointly training inpainting with text-to-image generation to leverage more training data. We conduct extensive experiments showing that our model outperforms all baselines in terms of visual quality, mask controllability, and background preservation."
32,CVPR,Critical Learning Periods for Multisensory Integration in Deep Networks ,"[u'Michael Kleinman (University of California, Los Angeles) ', u' Alessandro Achille (California Institute of Technology) ', u' Stefano Soatto (AWS)']",AWS,"We show that the ability of a neural network to integrate information from diverse sources hinges critically on being exposed to properly correlated signals during the early phases of training. Interfering with the learning process during this initial stage can permanently impair the development of a skill, both in artificial and biological systems where the phenomenon is known as a critical learning period. We show that critical periods arise from the complex and unstable early transient dynamics, which are decisive of final performance of the trained system and their learned representations. This evidence challenges the view, engendered by analysis of wide and shallow networks, that early learning dynamics of neural networks are simple, akin to those of a linear model. Indeed, we show that even deep linear networks exhibit critical learning periods for multi-source integration, while shallow networks do not. To better understand how the internal representations change according to disturbances or sensory deficits, we introduce a new measure of source sensitivity, which allows us to track the inhibition and integration of sources during training. Our analysis of inhibition suggests cross-source reconstruction as a natural auxiliary training objective, and indeed we show that architectures trained with cross-sensor reconstruction objectives are remarkably more resilient to critical periods. Our findings suggest that the recent success in self-supervised multi-modal training compared to previous supervised efforts may be in part due to more robust learning dynamics and not solely due to better architectures and/or more data."
33,CVPR,Multi-Sensor Large-Scale Dataset for Multi-View 3D Reconstruction ,"[u'Oleg Voynov (Skolkovo Institute of Science and Technology) ', u' Gleb Bobrovskikh (Skolkovo Institute of Science and Technology) ', u' Pavel Karpyshev (Skolkovo Institute of Science and Technology) ', u' Saveliy Galochkin (Skoltech) ', u' Andrei-Timotei Ardelean (Friedrich-Alexander Universit\xe4t Erlangen-N\xfcrnberg) ', u' Arseniy Bozhenko (Skolkovo Institute of Science and Technology) ', u' Ekaterina Karmanova (Skolkovo Institute of Science and Technology ) ', u' Pavel Kopanev (Skolkovo Institute of Science and Technology) ', u' Yaroslav Labutin-Rymsho (Moscow Engineering Physics Institute) ', u' Ruslan Rakhimov (Skolkovo Institute of Science and Technology) ', u' Aleksandr Safin (Skolkovo Institute of Science and Technology) ', u' Valerii Serpiva (Skoltech Institute of Science and Technology) ', u' Alexey Artemov (Technische Universit\xe4t M\xfcnchen) ', u' Evgeny Burnaev (Skolkovo Institute of Science and Technology) ', u' Dzmitry Tsetserukou (Skoltech) ', u' Denis Zorin (New York University)']",New York University,"We present a new multi-sensor dataset for multi-view 3D surface reconstruction. It includes registered RGB and depth data from sensors of different resolutions and modalities: smartphones, Intel RealSense, Microsoft Kinect, industrial cameras, and structured-light scanner. The scenes are selected to emphasize a diverse set of material properties challenging for existing algorithms. We provide around 1.4 million images of 107 different scenes acquired from 100 viewing directions under 14 lighting conditions. We expect our dataset will be useful for evaluation and training of 3D reconstruction algorithms and for related tasks. The dataset is available at skoltech3d.appliedai.tech."
34,CVPR,Fast Monocular Scene Reconstruction With Global-Sparse Local-Dense Grids ,"[u'Wei Dong (Carnegie Mellon University) ', u' Christopher Choy (Stanford University) ', u' Charles Loop (NVIDIA Researxh) ', u' Or Litany (NVIDIA / Technion) ', u' Yuke Zhu (University of Texas - Austin) ', u' Anima Anandkumar (California Institute of Technology)']",California Institute of Technology,"Indoor scene reconstruction from monocular images has long been sought after by augmented reality and robotics developers. Recent advances in neural field representations and monocular priors have led to remarkable results in scene-level surface reconstructions. The reliance on Multilayer Perceptrons (MLP), however, significantly limits speed in training and rendering. In this work, we propose to directly use signed distance function (SDF) in sparse voxel block grids for fast and accurate scene reconstruction without MLPs. Our globally sparse and locally dense data structure exploits surfaces' spatial sparsity, enables cache-friendly queries, and allows direct extensions to multi-modal data such as color and semantic labels. To apply this representation to monocular scene reconstruction, we develop a scale calibration algorithm for fast geometric initialization from monocular depth priors. We apply differentiable volume rendering from this initialization to refine details with fast convergence. We also introduce efficient high-dimensional Continuous Random Fields (CRFs) to further exploit the semantic-geometry consistency between scene objects. Experiments show that our approach is 10x faster in training and 100x faster in rendering while achieving comparable accuracy to state-of-the-art neural implicit methods."
35,CVPR,LiDAR-in-the-Loop Hyperparameter Optimization ,"[u'F\xe9lix Goudreault (Universit\xe9 de Montr\xe9al) ', u' Dominik Scheuble (Universit\xe4t des Saarlandes) ', u' Mario Bijelic (Princeton University) ', u' Nicolas Robidoux (Algolux) ', u' Felix Heide (Department of Computer Science, Princeton University)']","Department of Computer Science, Princeton University","LiDAR has become a cornerstone sensing modality for 3D vision. LiDAR systems emit pulses of light into the scene, take measurements of the returned signal, and rely on hardware digital signal processing (DSP) pipelines to construct 3D point clouds from these measurements. The resulting point clouds output by these DSPs are input to downstream 3D vision models -- both, in the form of training datasets or as input at inference time. Existing LiDAR DSPs are composed of cascades of parameterized operations; modifying configuration parameters results in significant changes in the point clouds and consequently the output of downstream methods. Existing methods treat LiDAR systems as fixed black boxes and construct downstream task networks more robust with respect to measurement fluctuations. Departing from this approach, the proposed method directly optimizes LiDAR sensing and DSP parameters for downstream tasks. To investigate the optimization of LiDAR system parameters, we devise a realistic LiDAR simulation method that generates raw waveforms as input to a LiDAR DSP pipeline. We optimize LiDAR parameters for both 3D object detection IoU losses and depth error metrics by solving a nonlinear multi-objective optimization problem with a 0th-order stochastic algorithm. For automotive 3D object detection models, the proposed method outperforms manual expert tuning by 39.5% mean Average Precision (mAP)."
36,CVPR,Policy Adaptation From Foundation Model Feedback ,"[u'Yuying Ge (University of Hong Kong) ', u' Annabella Macaluso (University of California, San Diego) ', u' Li Erran Li (AWS AI, Amazon) ', u' Ping Luo (The University of Hong Kong) ', u' Xiaolong Wang (UCSD)']",UCSD,"Recent progress on vision-language foundation models have brought significant advancement to building general-purpose robots. By using the pre-trained models to encode the scene and instructions as inputs for decision making, the instruction-conditioned policy can generalize across different objects and tasks. While this is encouraging, the policy still fails in most cases given an unseen task or environment. In this work, we propose Policy Adaptation from Foundation model Feedback (PAFF). When deploying the trained policy to a new task or a new environment, we first let the policy play with randomly generated instructions to record the demonstrations. While the execution could be wrong, we can use the pre-trained foundation models to provide feedback to relabel the demonstrations. This automatically provides new pairs of demonstration-instruction data for policy fine-tuning. We evaluate our method on a broad range of experiments with the focus on generalization on unseen objects, unseen tasks, unseen environments, and sim-to-real transfer. We show PAFF improves baselines by a large margin in all cases."
37,CVPR,Ambiguous Medical Image Segmentation Using Diffusion Models ,"[u'Aimon Rahman (None) ', u' Jeya Maria Jose Valanarasu (Johns Hopkins University) ', u' Ilker Hacihaliloglu (University of British Columbia) ', u' Vishal M. Patel (Johns Hopkins University)']",Johns Hopkins University,"Collective insights from a group of experts have always proven to outperform an individual's best diagnostic for clinical tasks. For the task of medical image segmentation, existing research on AI-based alternatives focuses more on developing models that can imitate the best individual rather than harnessing the power of expert groups. In this paper, we introduce a single diffusion model-based approach that produces multiple plausible outputs by learning a distribution over group insights. Our proposed model generates a distribution of segmentation masks by leveraging the inherent stochastic sampling process of diffusion using only minimal additional learning. We demonstrate on three different medical image modalities- CT, ultrasound, and MRI that our model is capable of producing several possible variants while capturing the frequencies of their occurrences. Comprehensive results show that our proposed approach outperforms existing state-of-the-art ambiguous segmentation networks in terms of accuracy while preserving naturally occurring variation. We also propose a new metric to evaluate the diversity as well as the accuracy of segmentation predictions that aligns with the interest of clinical practice of collective insights. Implementation code will be released publicly after the review process."
38,CVPR,SpaText: Spatio-Textual Representation for Controllable Image Generation ,"[u'Omri Avrahami (The Hebrew University of Jerusalem) ', u' Thomas Hayes (Meta) ', u' Oran Gafni (Meta AI) ', u' Sonal Gupta (Facebook) ', u' Yaniv Taigman (Facebook) ', u' Devi Parikh (Meta / Georgia Tech) ', u' Dani Lischinski (The Hebrew University of Jerusalem, Israel) ', u' Ohad Fried (Reichman University) ', u' Xi Yin (Facebook)']",Facebook,"Recent text-to-image diffusion models are able to generate convincing results of unprecedented quality. However, it is nearly impossible to control the shapes of different regions/objects or their layout in a fine-grained fashion. Previous attempts to provide such controls were hindered by their reliance on a fixed set of labels. To this end, we present SpaText --- a new method for text-to-image generation using open-vocabulary scene control. In addition to a global text prompt that describes the entire scene, the user provides a segmentation map where each region of interest is annotated by a free-form natural language description. Due to lack of large-scale datasets that have a detailed textual description for each region in the image, we choose to leverage the current large-scale text-to-image datasets and base our approach on a novel CLIP-based spatio-textual representation, and show its effectiveness on two state-of-the-art diffusion models: pixel-based and latent-based. In addition, we show how to extend the classifier-free guidance method in diffusion models to the multi-conditional case and present an alternative accelerated inference algorithm. Finally, we offer several automatic evaluation metrics and use them, in addition to FID scores and a user study, to evaluate our method and show that it achieves state-of-the-art results on image generation with free-form textual scene control."
39,CVPR,Dynamic Inference With Grounding Based Vision and Language Models ,"[u'Burak Uzkent (Stanford University) ', u' Amanmeet Garg (Amazon) ', u' Wentao Zhu (Amazon) ', u' Keval Doshi (Amazon) ', u' Jingru Yi (Rutgers University) ', u' Xiaolong Wang (Amazon Prime Video) ', u' Mohamed Omar (Amazon)']",Amazon,"Transformers have been recently utilized for vision and language tasks successfully. For example, recent image and language models with more than 200M parameters have been proposed to learn visual grounding in the pre-training step and show impressive results on downstream vision and language tasks. On the other hand, there exists a large amount of computational redundancy in these large models which skips their run-time efficiency. To address this problem, we propose dynamic inference for grounding based vision and language models conditioned on the input image-text pair. We first design an approach to dynamically skip multihead self-attention and feed forward network layers across two backbones and multimodal network. Additionally, we propose dynamic token pruning and fusion for two backbones. In particular, we remove redundant tokens at different levels of the backbones and fuse the image tokens with the language tokens in an adaptive manner. To learn policies for dynamic inference, we train agents using reinforcement learning. In this direction, we replace the CNN backbone in a recent grounding-based vision and language model, MDETR, with a vision transformer and call it ViTMDETR. Then, we apply our dynamic inference method to ViTMDETR, called D-ViTDMETR, and perform experiments on image-language tasks. Our results show that we can improve the run-time efficiency of the state-of-the-art models MDETR and GLIP by up to 50% on Referring Expression Comprehension and Segmentation, and VQA with only maximum 0.3% accuracy drop."
40,CVPR,Analyzing Physical Impacts Using Transient Surface Wave Imaging ,"[u'Tianyuan Zhang (Carnegie Mellon University) ', u' Mark Sheinin (Carnegie Mellon University) ', u' Dorian Chan (Carnegie Mellon University) ', u' Mark Rau (Stanford University) ', u' Matthew O\u2019Toole (Carnegie Mellon University) ', u' Srinivasa G. Narasimhan (Carnegie Mellon University)']",Carnegie Mellon University,"The subtle vibrations on an object's surface contain information about the object's physical properties and its interaction with the environment. Prior works imaged surface vibration to recover the object's material properties via modal analysis, which discards the transient vibrations propagating immediately after the object is disturbed. Conversely, prior works that captured transient vibrations focused on recovering localized signals (e.g., recording nearby sound sources), neglecting the spatiotemporal relationship between vibrations at different object points. In this paper, we extract information from the transient surface vibrations simultaneously measured at a sparse set of object points using the dual-shutter camera described by Sheinin[31]. We model the geometry of an elastic wave generated shortly after an object's surface is disturbed (e.g., a knock or a footstep), and use the model to localize the disturbance source for various materials (e.g., wood, plastic, tile). We also show that transient object vibrations contain additional cues about the impact force and the impacting object's material properties. We demonstrate our approach in applications like localizing the strikes of a ping-pong ball on a table mid-play and recovering the footsteps' locations by imaging the floor vibrations they create."
41,CVPR,Mobile User Interface Element Detection via Adaptively Prompt Tuning ,"[u'Zhangxuan Gu (None) ', u' Zhuoer Xu (Nanjing University) ', u' Haoxing Chen (Nanjing University) ', u' Jun Lan (Shanghai Jiaotong University) ', u' Changhua Meng (Nanjing University) ', u' Weiqiang Wang (University of Southern California)']",University of Southern California,"Recent object detection approaches rely on pretrained vision-language models for image-text alignment. However, they fail to detect the Mobile User Interface (MUI) element since it contains additional OCR information, which describes its content and function but is often ignored. In this paper, we develop a new MUI element detection dataset named MUI-zh and propose an Adaptively Prompt Tuning (APT) module to take advantage of discriminating OCR information. APT is a lightweight and effective module to jointly optimize category prompts across different modalities. For every element, APT uniformly encodes its visual features and OCR descriptions to dynamically adjust the representation of frozen category prompts. We evaluate the effectiveness of our plug-and-play APT upon several existing CLIP-based detectors for both standard and open-vocabulary MUI element detection. Extensive experiments show that our method achieves considerable improvements on two datasets. The datasets is available at github.com/antmachineintelligence/MUI-zh."
42,CVPR,iQuery: Instruments As Queries for Audio-Visual Sound Separation ,"[u'Jiaben Chen (University of California, San Diego) ', u' Renrui Zhang (MMLab of CUHK &amp;amp; Shanghai AI Laboratory) ', u' Dongze Lian (National University of Singapore) ', u' Jiaqi Yang (ShanghaiTech University) ', u' Ziyao Zeng (ShanghaiTech University) ', u' Jianbo Shi (None)']",None,"Current audio-visual separation methods share a standard architecture design where an audio encoder-decoder network is fused with visual encoding features at the encoder bottleneck. This design confounds the learning of multi-modal feature encoding with robust sound decoding for audio separation. To generalize to a new instrument, one must fine-tune the entire visual and audio network for all musical instruments. We re-formulate the visual-sound separation task and propose Instruments as Queries (iQuery) with a flexible query expansion mechanism. Our approach ensures cross-modal consistency and cross-instrument disentanglement. We utilize ""visually named"" queries to initiate the learning of audio queries and use cross-modal attention to remove potential sound source interference at the estimated waveforms. To generalize to a new instrument or event class, drawing inspiration from the text-prompt design, we insert additional queries as audio prompts while freezing the attention mechanism. Experimental results on three benchmarks demonstrate that our iQuery improves audio-visual sound source separation performance. Code is available at https://github.com/JiabenChen/iQuery."
43,CVPR,SceneComposer: Any-Level Semantic Image Synthesis ,"[u'Yu Zeng (None) ', u' Zhe Lin (Adobe Research) ', u' Jianming Zhang (Adobe Systems) ', u' Qing Liu (Adobe Systems) ', u' John Collomosse (University of Surrey) ', u' Jason Kuen (Adobe Research) ', u' Vishal M. Patel (Johns Hopkins University)']",Johns Hopkins University,"We propose a new framework for conditional image synthesis from semantic layouts of any precision levels, ranging from pure text to a 2D semantic canvas with precise shapes. More specifically, the input layout consists of one or more semantic regions with free-form text descriptions and adjustable precision levels, which can be set based on the desired controllability. The framework naturally reduces to text-to-image (T2I) at the lowest level with no shape information, and it becomes segmentation-to-image (S2I) at the highest level. By supporting the levels in-between, our framework is flexible in assisting users of different drawing expertise and at different stages of their creative workflow. We introduce several novel techniques to address the challenges coming with this new setup, including a pipeline for collecting training data; a precision-encoded mask pyramid and a text feature map representation to jointly encode precision level, semantics, and composition information; and a multi-scale guided diffusion model to synthesize images. To evaluate the proposed method, we collect a test dataset containing user-drawn layouts with diverse scenes and styles. Experimental results show that the proposed method can generate high-quality images following the layout at given precision, and compares favorably against existing methods. Project page https://zengxianyu.github.io/scenec/"
44,CVPR,DreamBooth: Fine Tuning Text-to-Image Diffusion Models for Subject-Driven Generation ,"[u'Nataniel Ruiz (Boston University) ', u' Yuanzhen Li (Massachusetts Institute of Technology) ', u' Varun Jampani (Google Research) ', u' Yael Pritch (Google Research) ', u' Michael Rubinstein (Google) ', u' Kfir Aberman (Google)']",Google,"Large text-to-image models achieved a remarkable leap in the evolution of AI, enabling high-quality and diverse synthesis of images from a given text prompt. However, these models lack the ability to mimic the appearance of subjects in a given reference set and synthesize novel renditions of them in different contexts. In this work, we present a new approach for ""personalization"" of text-to-image diffusion models. Given as input just a few images of a subject, we fine-tune a pretrained text-to-image model such that it learns to bind a unique identifier with that specific subject. Once the subject is embedded in the output domain of the model, the unique identifier can be used to synthesize novel photorealistic images of the subject contextualized in different scenes. By leveraging the semantic prior embedded in the model with a new autogenous class-specific prior preservation loss, our technique enables synthesizing the subject in diverse scenes, poses, views and lighting conditions that do not appear in the reference images. We apply our technique to several previously-unassailable tasks, including subject recontextualization, text-guided view synthesis, and artistic rendering, all while preserving the subject's key features. We also provide a new dataset and evaluation protocol for this new task of subject-driven generation. Project page: https://dreambooth.github.io/"
45,CVPR,Unsupervised Sampling Promoting for Stochastic Human Trajectory Prediction ,"[u'Guangyi Chen (MBZUAI, CMU) ', u' Zhenhao Chen (None) ', u' Shunxing Fan (MBZUAI) ', u' Kun Zhang (Carnegie Mellon University)']",Carnegie Mellon University,"The indeterminate nature of human motion requires trajectory prediction systems to use a probabilistic model to formulate the multi-modality phenomenon and infer a finite set of future trajectories. However, the inference processes of most existing methods rely on Monte Carlo random sampling, which is insufficient to cover the realistic paths with finite samples, due to the long tail effect of the predicted distribution. To promote the sampling process of stochastic prediction, we propose a novel method, called BOsampler, to adaptively mine potential paths with Bayesian optimization in an unsupervised manner, as a sequential design strategy in which new prediction is dependent on the previously drawn samples. Specifically, we model the trajectory sampling as a Gaussian process and construct an acquisition function to measure the potential sampling value. This acquisition function applies the original distribution as prior and encourages exploring paths in the long-tail region. This sampling method can be integrated with existing stochastic predictive models without retraining. Experimental results on various baseline methods demonstrate the effectiveness of our method. The source code is released in this link."
